"Figure","xref","reference","ExposureTime","pval","mean_diff","sig"
"FIGURE_4_B.ps","L. iners","Cell Culture Medium","19hr",0.000263101973249358,56.904880633,"*"
"FIGURE_4_B.ps","L. iners","Cell Culture Medium","16hr",0.000795547362581227,55.30331690425,"*"
"FIGURE_4_B.ps","L. iners","Cell Culture Medium","13hr",0.0018481201582646,49.488394707,"*"
"FIGURE_4_B.ps","L. iners","Cell Culture Medium","8hr",0.0188265583834031,37.18829197575,"*"
"FIGURE_4_B.ps","L. iners","Cell Culture Medium","4hr",0.00436318001092661,25.56595649525,"*"
"FIGURE_4_B.ps","L. iners","Cell Culture Medium","1hr",0.110166914457666,-4.42492373308333,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","22hr",0.560918235822869,-4.8762960025,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","19hr",0.318509260880343,-7.1022926,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","16hr",0.525769313986971,-5.1563908225,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","13hr",0.851707660442966,-1.34860004,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","8hr",0.811755024859826,-2.119873845,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","4hr",0.299592030053753,4.8379697425,"N.S."
"FIGURE_4_B.ps","G. vaginalis","Cell Culture Medium","1hr",0.0993045360277893,-8.64938016666667,"N.S."
"FIGURE_4_B.ps",NA,NA,NA,NA,NA,NA
"FIGURE_4_D.ps","L. crispatus","L. jensenii","22",0.414033541061195,0.245573915719504,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. jensenii","19",0.357253124824571,-0.246306238089365,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. jensenii","16",0.260145747142971,-0.312119110883544,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. jensenii","13",0.000646559519136615,4.25964388241044,"*"
"FIGURE_4_D.ps","L. crispatus","L. jensenii","8",0.824136765490932,0.000894932382086105,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. jensenii","4",0.191429384212949,0.41524412163914,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. jensenii","1",0.179568401641651,0.391323680479159,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. iners","22",0.0010926461151696,7.57406289209145,"*"
"FIGURE_4_D.ps","L. crispatus","L. iners","19",0.0674712572756011,2.03710715089291,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. iners","16",0.0201829003123302,1.32034789918257,"*"
"FIGURE_4_D.ps","L. crispatus","L. iners","13",0.00042700487461925,2.81601175413471,"*"
"FIGURE_4_D.ps","L. crispatus","L. iners","8",0.0808504871232767,2.82203001804453,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. iners","4",0.140505288847272,0.644878785691921,"N.S."
"FIGURE_4_D.ps","L. crispatus","L. iners","1",0.071461323573059,5.23737561580548,"N.S."
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","22",0.0016717553190182,28.1662887437528,"*"
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","19",0.000309798308794112,24.7811792263381,"*"
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","16",0.000323803283797298,25.4977743312191,"*"
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","13",1.13813958669469e-07,21.5416179627226,"*"
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","8",0.000522083119293278,28.2858590085175,"*"
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","4",0.00709168112051389,4.59559613760395,"*"
"FIGURE_4_D.ps","L. crispatus","G. vaginalis","1",0.459005154984208,0.00386265852757957,"N.S."
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","22",0.000181591040486301,51.6003817684826,"*"
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","19",0.000126785111479012,42.8195788030141,"*"
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","16",6.72824334374701e-06,44.3741034724613,"*"
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","13",9.28412512013471e-09,44.3072045599668,"*"
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","8",0.000378106544650535,38.0270801376396,"*"
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","4",0.00354595858520248,23.2612931929782,"*"
"FIGURE_4_D.ps","L. crispatus","Cell Culture Medium","1",0.2039863685852,0.373370851803166,"N.S."
"FIGURE_4_D.ps","L. jensenii","L. iners","22",0.000983292946095625,7.32848897637194,"*"
"FIGURE_4_D.ps","L. jensenii","L. iners","19",0.0504418942556321,2.28341338898228,"N.S."
"FIGURE_4_D.ps","L. jensenii","L. iners","16",0.0114046602134455,1.63246701006611,"*"
"FIGURE_4_D.ps","L. jensenii","L. iners","13",0.163039647193355,-1.44363212827573,"N.S."
"FIGURE_4_D.ps","L. jensenii","L. iners","8",0.080915763422159,2.82113508566245,"N.S."
"FIGURE_4_D.ps","L. jensenii","L. iners","4",0.616855945537572,0.22963466405278,"N.S."
"FIGURE_4_D.ps","L. jensenii","L. iners","1",0.0869157767535052,4.84605193532632,"N.S."
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","22",0.00170168038283078,27.9207148280333,"*"
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","19",0.000331147244331457,25.0274854644274,"*"
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","16",0.000340529485587701,25.8098934421027,"*"
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","13",4.26593781769686e-08,17.2819740803122,"*"
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","8",0.00052214514363822,28.2849640761354,"*"
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","4",0.00795320134685483,4.18035201596481,"*"
"FIGURE_4_D.ps","L. jensenii","G. vaginalis","1",0.182990063837944,-0.38746102195158,"N.S."
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","22",0.000180524215242906,51.3548078527631,"*"
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","19",0.000132716136397379,43.0658850411034,"*"
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","16",9.36892940064344e-06,44.6862225833449,"*"
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","13",1.80797139725243e-09,40.0475606775563,"*"
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","8",0.000378140181043237,38.0261852052575,"*"
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","4",0.00370475397454888,22.846049071339,"*"
"FIGURE_4_D.ps","L. jensenii","Cell Culture Medium","1",0.959708957898596,-0.0179528286759933,"N.S."
"FIGURE_4_D.ps","L. iners","G. vaginalis","22",0.00428554564296684,20.5922258516613,"*"
"FIGURE_4_D.ps","L. iners","G. vaginalis","19",0.000170164528393076,22.7440720754451,"*"
"FIGURE_4_D.ps","L. iners","G. vaginalis","16",0.000352237940961959,24.1774264320366,"*"
"FIGURE_4_D.ps","L. iners","G. vaginalis","13",7.04917177525128e-08,18.7256062085879,"*"
"FIGURE_4_D.ps","L. iners","G. vaginalis","8",0.000247821228616599,25.4638289904729,"*"
"FIGURE_4_D.ps","L. iners","G. vaginalis","4",0.00895794469935505,3.95071735191203,"*"
"FIGURE_4_D.ps","L. iners","G. vaginalis","1",0.0716000275886861,-5.23351295727791,"N.S."
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","22",0.000207481005576832,44.0263188763911,"*"
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","19",7.72041219967413e-05,40.7824716521211,"*"
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","16",4.73166957701938e-06,43.0537555732788,"*"
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","13",5.52232778174146e-09,41.4911928058321,"*"
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","8",0.000204378280636118,35.205050119595,"*"
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","4",0.00378193766399163,22.6164144072862,"*"
"FIGURE_4_D.ps","L. iners","Cell Culture Medium","1",0.0860971465724883,-4.86400476400232,"N.S."
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","22",0.00247581185104165,23.4340930247298,"*"
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","19",0.0015573484112645,18.038399576676,"*"
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","16",0.000225611546644784,18.8763291412422,"*"
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","13",2.82317151817035e-07,22.7655865972441,"*"
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","8",0.0598630489261303,9.7412211291221,"N.S."
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","4",0.00658448117458814,18.6656970553742,"*"
"FIGURE_4_D.ps","G. vaginalis","Cell Culture Medium","1",0.207801850320679,0.369508193275586,"N.S."
"FIGURE_4_D.ps",NA,NA,NA,NA,NA,NA
